0,0,0,0,0,0,4,9,9,9,4,9,9,9,9,9,9,9,9,9,4,9,9,9,4,9,9,9,9,9,9,9,9,9,9,4,9,9,9,4,0,0,0,0,0
0,0,0,0,0,0,4,9,9,9,9,4,4,9,9,9,9,9,9,9,9,9,9,9,4,9,9,9,9,9,9,9,9,4,4,9,9,9,9,4,0,0,0,0,0
0,0,0,0,0,4,9,9,9,9,9,9,9,4,4,9,9,9,9,9,9,9,9,9,9,4,9,9,9,9,9,4,4,9,9,9,9,9,9,9,4,0,0,0,0
0,0,0,0,0,4,9,9,9,9,9,9,9,9,9,4,4,9,9,9,9,9,9,9,9,9,9,9,9,4,4,9,9,9,9,9,9,9,9,9,4,0,0,0,0
0,0,0,0,0,4,9,9,9,9,9,9,9,9,9,9,9,4,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,9,9,9,4,0,0,0,0
0,0,0,0,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,0,0,0
0,0,0,0,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,0,0,0
0,0,0,0,4,9,9,9,9,9,4,9,9,9,9,9,9,9,9,9,9,9,4,4,9,9,9,9,9,9,9,9,9,9,9,4,9,9,9,9,9,4,0,0,0
0,0,0,0,4,9,9,9,9,9,4,9,9,9,9,9,9,9,9,9,9,9,4,4,9,9,9,9,9,9,9,9,9,9,9,4,9,9,9,9,9,4,0,0,0
0,0,0,4,4,4,4,4,4,9,4,9,9,9,9,9,9,9,9,9,9,9,4,4,9,9,9,9,9,9,9,9,9,9,9,4,9,4,4,4,4,4,4,0,0
0,0,4,7,7,7,7,7,7,4,9,9,9,9,9,9,9,9,9,9,9,9,4,4,9,9,9,9,9,9,9,9,9,9,9,9,4,7,7,7,7,7,7,4,0
0,0,4,7,7,7,7,7,7,4,9,9,9,9,9,9,9,9,9,9,9,9,4,4,9,9,9,9,9,9,9,9,9,9,9,9,4,7,7,7,7,7,7,4,0
0,0,4,7,7,7,7,7,7,4,9,9,9,9,9,9,9,9,9,9,9,9,4,4,9,9,9,9,9,9,9,9,9,9,9,9,4,7,7,7,7,7,7,4,0
0,0,0,4,7,7,7,7,4,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,9,9,9,9,9,9,9,9,9,9,9,9,9,4,7,7,7,7,4,0,0
0,0,0,0,4,4,4,4,0,4,4,4,4,4,9,9,9,9,9,9,9,9,4,4,9,9,9,9,9,9,9,9,4,4,4,4,4,0,4,4,4,4,0,0,0
0,0,0,0,0,0,0,0,0,4,9,9,9,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,4,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
